,len,non,rate,snp_freq,stop,syn
bin_7_01381,1221,0,0.99565112444299919,0.000819000819000819,False,1
bin_7_01382,606,1,0.99152513670954079,0.009900990099009901,False,5
bin_7_01383,2121,8,0.99250458493590277,0.016973125884016973,False,28
bin_7_01384,477,5,0.97356780757511763,0.0649895178197065,False,26
bin_7_01385,564,3,0.98030916385902467,0.044326241134751775,False,22
bin_7_01386,759,5,0.97641539618194395,0.05665349143610013,False,38
bin_7_01387,2331,9,0.97305616177773868,0.0622050622050622,False,136
bin_7_01388,1686,1,0.96756292050533443,0.013641755634638196,False,22
bin_7_01389,909,1,0.98150435863736751,0.005500550055005501,False,4
bin_7_01390,729,1,0.98265982826374254,0.03155006858710562,False,22
bin_7_01391,639,2,0.97238548409200776,0.10328638497652583,False,64
bin_7_01392,312,2,0.9850788237995306,0.041666666666666664,False,11
bin_7_01393,255,1,0.97738607894839979,0.050980392156862744,False,12
bin_7_01394,750,6,0.97837875566518062,0.05333333333333334,False,34
bin_7_01395,1272,2,0.97765997051717368,0.05581761006289308,False,69
bin_7_01396,117,0,0.99685798038253359,0.008547008547008548,False,1
bin_7_01397,1998,0,0.98026244460602474,0.0,False,0
bin_7_01399,492,0,0.98754528117362095,0.0,False,0
bin_7_01400,477,0,0.98558677227317992,0.0,False,0
bin_7_01401,561,0,0.976934644319986,0.0,False,0
bin_7_01402,1029,0,0.9895495309580653,0.0,False,0
bin_7_01403,855,0,0.96770999280963466,0.0,False,0
bin_7_01404,2238,1,0.98039401185223907,0.00044682752457551384,False,0
bin_7_01405,1353,5,0.9760039570952902,0.004434589800443459,False,1
bin_7_01406,876,0,0.97615070130797554,0.0,False,0
bin_7_01407,1317,0,0.96129482289300427,0.0,False,0
bin_7_01408,339,0,0.9917951386949645,0.0,False,0
bin_7_01409,1701,0,0.96690631565227469,0.0,False,0
bin_7_01410,606,0,0.9587800315985836,0.0,False,0
bin_7_01411,1443,2,0.97902685654981991,0.003465003465003465,False,3
bin_7_01412,537,14,0.98692974343582152,0.035381750465549346,False,5
bin_7_01413,240,0,0.9921902201510433,0.0125,False,3
bin_7_01414,540,4,0.97036754260832603,0.06296296296296296,False,30
bin_7_01416,966,3,0.98253432191486711,0.037267080745341616,False,33
bin_7_01417,297,0,0.99528384918231561,0.0,False,0
bin_7_01419,441,1,0.99558449094110213,0.0022675736961451248,False,0
bin_7_01420,585,7,0.99156584002266313,0.017094017094017096,False,3
bin_7_01421,444,0,0.99520009616393157,0.0,False,0
bin_7_01422,633,0,0.99621370816304222,0.0,False,0
bin_7_01423,660,0,0.99465404324750917,0.0,False,0
bin_7_01424,648,0,0.99468078419642847,0.0,False,0
bin_7_01426,2670,0,0.99542225407570029,0.0003745318352059925,False,1
bin_7_01427,1929,12,0.98484278870943198,0.030585795749092794,False,47
bin_7_01428,840,2,0.99020356456560277,0.017857142857142856,False,13
bin_7_01429,1281,4,0.98070452051106438,0.0468384074941452,False,56
bin_7_01430,624,3,0.98517837062320723,0.02564102564102564,False,13
bin_7_01431,522,7,0.97848697653516936,0.034482758620689655,False,11
bin_7_01432,159,0,0.99567533339713898,0.0,False,0
bin_7_01433,1125,0,0.99557979752139225,0.0,False,0
bin_7_01434,576,0,0.99501911406655219,0.003472222222222222,False,2
bin_7_01435,594,6,0.9938243034918578,0.021885521885521887,False,7
bin_7_01436,276,0,0.99620306971359696,0.0,False,0
bin_7_01437,183,0,0.99727943011750309,0.0,False,0
bin_7_01439,873,0,0.99995100255148506,0.0,False,0
bin_7_01440,612,0,0.99990317266001705,0.0,False,0
bin_7_01441,828,0,0.99994383943504905,0.0,False,0
bin_7_01442,780,0,0.9998326573484243,0.0,False,0
bin_7_01443,894,0,0.99995916828941056,0.0,False,0
bin_7_01444,972,0,0.99990002286931445,0.0,False,0
bin_7_01445,966,0,0.99994141248233681,0.0,False,0
bin_7_01446,291,0,0.99978959660851341,0.0,False,0
bin_7_01447,537,0,0.99995242559199482,0.0,False,0
bin_7_01448,930,0,0.99994915108779892,0.0,False,0
bin_7_01449,867,0,0.99996198895435962,0.0,False,0
bin_7_01450,438,0,0.99984629760430344,0.0,False,0
bin_7_01451,384,0,0.99991638293138074,0.0,False,0
bin_7_01452,1602,0,0.99995203269728605,0.0,False,0
bin_7_01453,987,0,0.99986306569785943,0.0,False,0
bin_7_01454,792,0,0.99978379851135479,0.0,False,0
bin_7_01455,477,0,0.99987660372762921,0.0,False,0
bin_7_01456,405,0,0.9987934458564125,0.0,False,0
bin_7_01457,141,0,0.99713616733374044,0.0,False,0
bin_7_01458,720,0,0.99587329186243356,0.0,False,0
bin_7_01459,321,1,0.99517668106695922,0.003115264797507788,False,0
bin_7_01460,783,0,0.99552870245941005,0.0,False,0
bin_7_01461,1344,0,0.99983221102932462,0.0,False,0
bin_7_01462,579,0,0.99985990575009753,0.0,False,0
bin_7_01463,219,0,0.99995938319480659,0.0,False,0
bin_7_01464,1092,0,0.99996907191804307,0.0,False,0
bin_7_01465,837,0,0.99997755740895022,0.0,False,0
bin_7_01466,1089,0,0.9999717653918293,0.0,False,0
bin_7_01467,321,0,0.99994721009204501,0.0,False,0
bin_7_01468,900,0,0.99987690716003119,0.0,False,0
bin_7_01469,1173,0,0.99997960016553844,0.0,False,0
bin_7_01470,717,0,0.99997438545146433,0.0,False,0
bin_7_01471,729,0,0.99995968534856428,0.0,False,0
bin_7_01472,1296,0,0.99991430995044983,0.0,False,0
bin_7_01473,354,0,0.99995288760863843,0.0,False,0
bin_7_01474,432,0,0.99995693104491257,0.0,False,0
bin_7_01475,585,0,0.99991605875624734,0.0,False,0
bin_7_01476,534,0,0.99997499227538422,0.0,False,0
bin_7_01477,873,0,0.99997289224906105,0.0,False,0
bin_7_01478,1467,0,0.99996252791849838,0.0,False,0
bin_7_01479,459,0,0.99970200219305028,0.002178649237472767,False,1
bin_7_01480,843,0,0.99991584172183512,0.0,False,0
bin_7_01481,144,0,0.99990771635983633,0.0,False,0
bin_7_01482,1590,0,0.9998666222657614,0.0,False,0
bin_7_01483,522,0,0.99736046208482099,0.0,False,0
bin_7_01484,447,0,0.99491799859615837,0.0,False,0
bin_7_01485,1041,4,0.99438105165264168,0.021133525456292025,False,18
bin_7_01486,1815,2,0.99469633837197624,0.003856749311294766,False,5
bin_7_01487,627,0,0.99647887027126802,0.0,False,0
bin_7_01488,1299,0,0.99614367949594429,0.0,False,0
bin_7_01489,234,0,0.99751147115365657,0.0,False,0
bin_7_01490,1371,1,0.99463618315265012,0.002188183807439825,False,2
bin_7_01491,1668,0,0.99602522368825264,0.0,False,0
bin_7_01492,222,0,0.99551272462893969,0.0,False,0
bin_7_01493,1086,2,0.99321541144602532,0.007366482504604052,False,6
bin_7_01494,327,1,0.98795386966859422,0.021406727828746176,False,6
bin_7_01495,933,3,0.98764437808652317,0.021436227224008574,False,17
bin_7_01496,1593,2,0.98840219616078651,0.017576898932831136,False,26
bin_7_01497,1113,7,0.9902979802442915,0.014375561545372867,False,9
bin_7_01498,594,1,0.98658120825057105,0.020202020202020204,False,11
bin_7_01499,1449,9,0.98359889824555835,0.029675638371290544,False,34
bin_7_01500,1275,3,0.98574742793046355,0.02431372549019608,False,28
bin_7_01501,489,1,0.98989957056189937,0.012269938650306749,False,5
bin_7_01502,2028,1,0.98662455287902806,0.022682445759368838,False,45
bin_7_01503,1209,8,0.98035619333681145,0.0380479735318445,False,38
bin_7_01504,297,0,0.99458856922479932,0.003367003367003367,False,1
bin_7_01505,492,0,0.99156489326941466,0.01016260162601626,False,5
bin_7_01506,288,0,0.99319094677551201,0.006944444444444444,False,2
bin_7_01507,444,1,0.98984889106328899,0.015765765765765764,False,6
bin_7_01508,1431,0,0.9845619837385815,0.03004891684136967,False,43
bin_7_01509,495,0,0.98616977657384586,0.03232323232323232,False,16
bin_7_01510,945,7,0.9732969748224779,0.05291005291005291,False,43
bin_7_01511,579,0,0.98986483606259246,0.013816925734024179,False,8
bin_7_01512,555,4,0.97886191463198469,0.03783783783783784,False,17
bin_7_01513,903,5,0.97730666087596818,0.03875968992248062,False,30
bin_7_01514,774,11,0.96863436226506738,0.08010335917312661,False,51
bin_7_01515,150,1,0.98711252285210382,0.02,False,2
bin_7_01516,654,7,0.97421301759925483,0.04892966360856269,False,25
bin_7_01517,1473,5,0.98131368127271901,0.02987101154107264,False,39
bin_7_01518,744,0,0.9961180768681267,0.002688172043010753,False,2
bin_7_01519,258,14,0.98295557077268536,0.06589147286821706,False,3
bin_7_01520,627,0,0.99595249334682701,0.0,False,0
bin_7_01521,1554,1,0.9960233855902354,0.001287001287001287,False,1
bin_7_01522,774,2,0.99450058340471226,0.01937984496124031,False,13
bin_7_01524,753,0,0.99415865930687752,0.0,False,0
bin_7_01525,834,0,0.9953134395544333,0.002398081534772182,False,2
bin_7_01527,699,3,0.98651599040456162,0.024320457796852647,False,14
bin_7_01528,525,13,0.98881805532557532,0.04380952380952381,False,10
bin_7_01530,822,0,0.99263886372800558,0.0072992700729927005,False,6
bin_7_01531,2148,2,0.99525784316490784,0.000931098696461825,False,0
bin_7_01532,2994,3,0.99582853486785694,0.0013360053440213762,False,1
bin_7_01533,1161,0,0.99659217732944372,0.0,False,0
bin_7_01534,1488,0,0.99598415231141146,0.0,False,0
bin_7_01535,1638,0,0.99601081739058595,0.0,False,0
bin_7_01536,432,0,0.99714304971143397,0.0,False,0
bin_7_01537,423,0,0.99601403527957144,0.0,False,0
bin_7_01538,579,8,0.99148367857860387,0.017271157167530225,False,2
bin_7_01539,705,0,0.99566612895909112,0.011347517730496455,False,8
bin_7_01540,684,0,0.99640270305477807,0.0,False,0
bin_7_01543,171,0,0.99474210614646752,0.0,False,0
bin_7_01544,384,0,0.9959508669581999,0.0,False,0
bin_7_01545,402,0,0.99675439247043074,0.0,False,0
bin_7_01547,1020,0,0.99638380693506734,0.0,False,0
bin_7_01548,1251,3,0.99490161029490531,0.002398081534772182,False,0
bin_7_01550,228,0,0.99605978013092844,0.0,False,0
bin_7_01551,786,0,0.99538532943839497,0.001272264631043257,False,1
bin_7_01552,432,0,0.99483617067937324,0.0023148148148148147,False,1
bin_7_01553,711,0,0.9895876042905879,0.015471167369901548,False,11
bin_7_01554,657,6,0.99079948805062534,0.015220700152207,False,4
bin_7_01555,378,1,0.9944839119636123,0.007936507936507936,False,2
bin_7_01556,924,0,0.99682960429128764,0.0,False,0
bin_7_01557,423,0,0.99688017501888526,0.0,False,0
bin_7_01560,762,6,0.98988948521559716,0.049868766404199474,False,32
bin_7_01561,666,3,0.96765438802052572,0.07957957957957958,False,50
bin_7_01562,381,0,0.99591047308183711,0.0,False,0
bin_7_01563,474,0,0.99083544458004646,0.014767932489451477,False,7
bin_7_01564,330,2,0.99362627821830662,0.006060606060606061,False,0
bin_7_01565,1017,5,0.98577709739874197,0.024582104228121928,False,20
bin_7_01566,1065,10,0.98758925644221063,0.020657276995305163,True,12
bin_7_01567,1380,1,0.99201613143853806,0.009420289855072464,False,12
bin_7_01568,321,0,0.99377046374515998,0.006230529595015576,False,2
bin_7_01569,1107,3,0.99065645002544866,0.008130081300813009,False,6
bin_7_01570,945,7,0.97711188968861395,0.07936507936507936,False,68
bin_7_01571,270,1,0.97558428780284678,0.044444444444444446,False,11
bin_7_01572,1860,16,0.97885280100240935,0.044623655913978495,False,67
bin_7_01573,291,2,0.97395487736374886,0.07560137457044673,False,20
bin_7_01574,570,3,0.97851968130223033,0.05964912280701754,False,31
bin_7_01575,801,1,0.99185847980745079,0.008739076154806492,False,6
bin_7_01576,729,1,0.97610632610363546,0.04526748971193416,False,32
bin_7_01577,660,9,0.97919846504695807,0.04090909090909091,False,18
bin_7_01578,849,17,0.98307234283050282,0.07302709069493522,False,45
bin_7_01579,249,0,0.99661288473656673,0.004016064257028112,False,1
bin_7_01580,1104,7,0.98577575960259134,0.034420289855072464,False,31
bin_7_01581,594,1,0.95641761165267869,0.008417508417508417,False,4
bin_7_01582,597,0,0.94887931723349606,0.0,False,0
bin_7_01583,330,0,0.94258220192097719,0.0,False,0
bin_7_01584,255,0,,0.0,False,0
bin_7_01585,567,0,0.93135227046981794,0.0,False,0
bin_7_01586,1656,0,0.95201168853377527,0.0006038647342995169,False,1
bin_7_01587,579,0,0.9805555555555554,0.0,False,0
bin_7_01588,108,0,0.94946975716990989,0.0,False,0
bin_7_01589,666,1,0.95752270294322284,0.003003003003003003,False,1
bin_7_01590,798,0,0.93357192839661851,0.0,False,0
bin_7_01591,711,1,0.9375362874401566,0.0014064697609001407,False,0
bin_7_01592,819,6,0.98132784519939698,0.03663003663003663,False,24
bin_7_01593,699,0,0.99101407751672499,0.011444921316165951,False,8
bin_7_01594,4515,8,0.98623743160695798,0.02524916943521595,False,106
bin_7_01595,1458,0,0.98661890472550562,0.02263374485596708,False,33
bin_7_01596,1443,0,0.96732689289668938,0.0,False,0
bin_7_01598,615,0,0.9906312523697931,0.0032520325203252032,False,2
bin_7_01599,1275,8,0.98405880715274752,0.03294117647058824,False,34
bin_7_01600,1035,1,0.99127916932116,0.011594202898550725,False,11
bin_7_01601,1209,2,0.98754564810461154,0.021505376344086023,False,24
bin_7_01602,789,52,0.97547621463780809,0.09885931558935361,True,26
bin_7_01603,705,0,0.99194688616129212,0.011347517730496455,False,8
bin_7_01604,384,0,0.99503642847980756,0.0,False,0
bin_7_01605,2565,7,0.9805548419950898,0.03859649122807018,False,92
bin_7_01606,1134,3,0.97673864127973298,0.04409171075837742,False,47
bin_7_01607,1344,1,0.98957621845909771,0.01636904761904762,False,21
bin_7_01608,600,0,0.99024298783647835,0.011666666666666667,False,7
bin_7_01609,2079,5,0.98901396393429197,0.017797017797017797,False,32
bin_7_01610,2841,1,0.99200231737724598,0.008799718409010912,False,24
bin_7_01611,1914,1,0.99246719510790271,0.008881922675026124,False,16
bin_7_01613,930,2,0.99186369690473541,0.007526881720430108,False,5
bin_7_01614,981,0,0.99160110681868652,0.010193679918450561,False,10
bin_7_01615,1002,6,0.98503956989610397,0.04890219560878244,False,43
bin_7_01616,1197,1,0.99395464325386584,0.002506265664160401,False,2
bin_7_01617,777,0,0.99329953962330086,0.0,False,0
bin_7_01618,279,1,0.93312035301941876,0.0035842293906810036,False,0
bin_7_01620,669,1,0.95160118589820142,0.0029895366218236174,False,1
bin_7_01621,678,0,0.95476479420110283,0.0014749262536873156,False,1
bin_7_01622,1089,0,0.97920755982740726,0.0,False,0
bin_7_01623,2055,12,0.9900432184190241,0.017518248175182483,False,24
bin_7_01624,885,11,0.99208879351382451,0.01807909604519774,True,5
bin_7_01625,702,0,0.99155225106566203,0.011396011396011397,False,8
bin_7_01626,1416,1,0.99176449053592242,0.009887005649717515,False,13
bin_7_01627,1089,1,0.99255831874392464,0.008264462809917356,False,8
bin_7_01628,312,1,0.98722638775470506,0.022435897435897436,False,6
bin_7_01629,753,0,0.98762562196520232,0.021248339973439574,False,16
bin_7_01630,1251,7,0.98467885607843786,0.02877697841726619,False,29
bin_7_01631,438,5,0.97121172711598069,0.07534246575342465,False,28
bin_7_01632,324,0,0.98022155816792478,0.040123456790123455,False,13
bin_7_01633,1872,5,0.98692661504045565,0.023504273504273504,False,39
bin_7_01634,300,0,0.99186703259115727,0.01,False,3
bin_7_01635,723,15,0.98313435013586481,0.042876901798063624,True,16
bin_7_01636,771,0,0.9950419723853855,0.0012970168612191958,False,1
bin_7_01637,513,1,0.99431896726585078,0.003898635477582846,False,1
bin_7_01638,198,0,0.996862523359763,0.0,False,0
bin_7_01639,363,0,0.99579659494080053,0.0,False,0
bin_7_01643,1026,0,0.98639957710479398,0.0,False,0
bin_7_01644,789,0,0.98342744066968335,0.0,False,0
bin_7_01645,1167,0,0.98031624966655362,0.0,False,0
bin_7_01646,471,0,0.98927200577765118,0.0,False,0
bin_7_01647,1428,0,0.98170229995800629,0.0,False,0
bin_7_01649,216,0,0.99606478808350329,0.0,False,0
bin_7_01650,108,10,0.98603203574570131,0.1111111111111111,False,2
bin_7_01651,345,0,0.99136559001917024,0.008695652173913044,False,3
bin_7_01652,162,0,0.98953310780806492,0.018518518518518517,False,3
bin_7_01654,849,7,0.97263163230695049,0.061248527679623084,False,45
bin_7_01655,1716,5,0.99195623027651569,0.01048951048951049,False,13
bin_7_01656,1641,1,0.99157747902110249,0.01157830591102986,False,18
bin_7_01657,900,5,0.99097706274151254,0.012222222222222223,False,6
bin_7_01658,402,2,0.98772529306869805,0.01990049751243781,False,6
bin_7_01659,921,0,0.99238143166876724,0.008686210640608035,False,8
bin_7_01660,846,2,0.98162955986992406,0.03664302600472813,False,29
bin_7_01661,558,2,0.98504155716613784,0.026881720430107527,False,13
bin_7_01662,735,4,0.98368336194123107,0.031292517006802724,False,19
bin_7_01663,363,3,0.98532156279375127,0.027548209366391185,False,7
bin_7_01664,1077,2,0.98598524107015584,0.02414113277623027,False,24
bin_7_01665,1977,3,0.98764819797162906,0.020232675771370764,False,37
bin_7_01666,570,6,0.98013134577515182,0.042105263157894736,False,18
bin_7_01667,378,3,0.97792361647952453,0.047619047619047616,False,15
bin_7_01668,462,1,0.99394174250438394,0.006493506493506494,False,2
bin_7_01669,714,0,0.98271385918377518,0.03081232492997199,False,22
bin_7_01670,468,4,0.98948576411599631,0.017094017094017096,False,4
bin_7_01671,504,1,0.99002634448119287,0.015873015873015872,False,7
bin_7_01672,2853,15,0.98376147507577116,0.035751840168243953,False,87
bin_7_01673,795,3,0.9893743812828889,0.01509433962264151,False,9
bin_7_01674,696,10,0.97700572480754133,0.0603448275862069,False,32
bin_7_01675,900,3,0.97702398831838899,0.05,False,42
bin_7_01676,2373,3,0.9828044365824794,0.0337126000842815,False,77
bin_7_01677,882,6,0.98388555306398184,0.030612244897959183,False,21
bin_7_01678,765,1,0.98782427540952722,0.01699346405228758,False,12
bin_7_01679,186,0,0.98537314566395529,0.026881720430107527,False,5
bin_7_01680,930,7,0.97833557032643426,0.04838709677419355,False,38
bin_7_01681,927,10,0.98262108637829082,0.039913700107874865,True,27
bin_7_01682,921,10,0.98368502324899021,0.033659066232356136,False,21
bin_7_01684,699,6,0.98919919445706517,0.017167381974248927,False,6
bin_7_01685,3489,5,0.98782864303608264,0.014617368873602751,False,46
bin_7_01686,1251,5,0.99244423925226644,0.008792965627498001,False,6
bin_7_01687,693,4,0.99036963277236356,0.01443001443001443,False,6
bin_7_01688,564,3,0.98484566824100339,0.026595744680851064,False,12
bin_7_01689,672,5,0.98467082977152964,0.026785714285714284,False,13
bin_7_01690,954,0,0.99182541319088768,0.009433962264150943,False,9
bin_7_01691,1314,2,0.99103501821771289,0.0106544901065449,False,12
bin_7_01693,1056,4,0.98908257751858852,0.016098484848484848,False,13
bin_7_01694,735,2,0.98584560840975544,0.027210884353741496,False,18
bin_7_01695,540,1,0.99416193508900552,0.005555555555555556,False,2
bin_7_01696,483,0,0.99575021583815704,0.0,False,0
bin_7_01697,474,0,0.99562065521393217,0.0,False,0
bin_7_01698,1038,5,0.99389894421040337,0.024084778420038536,False,20
bin_7_01699,834,11,0.99087986955399754,0.03117505995203837,False,15
bin_7_01700,882,0,0.99479179520137151,0.003401360544217687,False,3
bin_7_01701,1719,9,0.99336831295762595,0.008144269924374637,False,5
bin_7_01702,2739,7,0.99477567818810009,0.011317999269806499,False,24
bin_7_01703,606,2,0.99234281230394494,0.037953795379537955,False,21
bin_7_01707,792,0,0.98405472909228509,0.0012626262626262627,False,1
bin_7_01708,867,0,0.97789840029396857,0.0,False,0
bin_7_01709,429,0,0.98373434853519426,0.0,False,0
bin_7_01710,987,0,0.98695232187356186,0.0,False,0
bin_7_01711,333,0,0.97637845893870479,0.0,False,0
bin_7_01713,3279,2,0.99128289262292213,0.011283928026837451,False,35
bin_7_01714,630,1,0.99258769387071055,0.007936507936507936,False,4
bin_7_01715,666,0,0.99174458204505178,0.010510510510510511,False,7
bin_7_01716,1278,1,0.99250685244825132,0.008607198748043818,False,10
bin_7_01717,387,1,0.99214788471657211,0.0103359173126615,False,3
bin_7_01718,492,7,0.97725578149813719,0.042682926829268296,False,14
bin_7_01719,915,16,0.9765456989058886,0.06120218579234973,False,40
bin_7_01720,729,6,0.97951168654831666,0.038408779149519894,False,22
bin_7_01721,1323,9,0.97861670682647384,0.045351473922902494,False,51
bin_7_01722,576,9,0.97743396561853524,0.06770833333333333,False,30
bin_7_01724,243,0,0.99526874537894983,0.0,False,0
bin_7_01725,645,0,0.99656259613180287,0.0,False,0
bin_7_01726,3003,0,0.99657538527991885,0.0,False,0
bin_7_01727,1245,0,0.99677584326173407,0.0,False,0
bin_7_01728,1644,0,0.99684058731608693,0.0,False,0
bin_7_01729,102,0,0.99749534295517539,0.0,False,0
bin_7_01730,675,0,0.99698857612534997,0.0,False,0
bin_7_01731,1827,54,0.98985538919190341,0.03776683087027915,True,15
bin_7_01732,1020,0,0.99675867851069866,0.0,False,0
bin_7_01733,210,0,0.9950795473934444,0.0,False,0
bin_7_01734,2529,0,0.99609950551545146,0.0,False,0
bin_7_01735,186,0,0.99563071387139257,0.0,False,0
bin_7_01736,186,0,0.99650093889328772,0.0,False,0
bin_7_01737,1716,0,0.99633092181326122,0.0,False,0
bin_7_01738,2112,0,0.99701073981237376,0.0,False,0
bin_7_01739,1083,0,0.99657792616018026,0.0,False,0
bin_7_01740,882,0,0.99582263347379008,0.0,False,0
bin_7_01741,318,1,0.99469508228906511,0.0031446540880503146,False,0
bin_7_01742,1356,1,0.99563019427664801,0.0007374631268436578,False,0
bin_7_01743,288,0,0.99690137560568537,0.0,False,0
bin_7_01744,246,0,0.9962536234607221,0.0,False,0
bin_7_01745,1149,0,0.9957005648015681,0.0,False,0
bin_7_01746,183,0,0.9969607336190639,0.0,False,0
bin_7_01747,855,0,0.995587055696038,0.0023391812865497076,False,2
bin_7_01748,885,0,0.99709869067588286,0.0,False,0
bin_7_01749,1251,1,0.99533721434345224,0.0007993605115907274,False,0
bin_7_01750,891,1,0.99430736640019635,0.003367003367003367,False,2
bin_7_01751,900,1,0.99477198048173399,0.0033333333333333335,False,2
bin_7_01752,879,0,0.99632946338695472,0.0,False,0
bin_7_01753,975,1,0.98546401768038616,0.027692307692307693,False,26
bin_7_01754,975,3,0.98226413034210858,0.035897435897435895,False,32
bin_7_01755,1581,12,0.99078728378501657,0.013915243516761544,False,10
bin_7_01756,1638,18,0.98429451200637652,0.030525030525030524,True,32
bin_7_01757,1041,0,0.99039996406195829,0.01440922190201729,False,15
bin_7_01758,1386,1,0.99022410236626035,0.015151515151515152,False,20
bin_7_01759,714,8,0.99290706738245926,0.012605042016806723,False,1
bin_7_01760,471,0,0.99617466974757274,0.0,False,0
bin_7_01761,408,0,0.99537473924463682,0.0,False,0
bin_7_01762,411,0,0.99662062031689513,0.0,False,0
bin_7_01763,672,0,0.99650656208712651,0.0,False,0
bin_7_01764,537,0,0.99674042501753668,0.0,False,0
bin_7_01765,384,0,0.99704014783984618,0.0,False,0
bin_7_01766,537,0,0.99675489371855708,0.0,False,0
bin_7_01767,1743,3,0.99470149753831449,0.002868617326448652,False,2
bin_7_01768,714,0,0.99555293105124243,0.0,False,0
bin_7_01770,660,0,0.99659477201978086,0.0,False,0
bin_7_01771,4854,5,0.99357981122867889,0.0012360939431396785,False,1
bin_7_01772,513,0,0.99668101994513403,0.0,False,0
bin_7_01773,750,1,0.9958155939852108,0.0013333333333333333,False,0
bin_7_01774,861,0,0.9962391531209458,0.0,False,0
bin_7_01775,1179,1,0.99401419241298428,0.005089058524173028,False,5
bin_7_01776,564,1,0.99513716679894604,0.0017730496453900709,False,0
bin_7_01777,1311,2,0.99536062209502896,0.0015255530129672007,False,0
bin_7_01778,1167,1,0.98925543185041265,0.016281062553556127,False,18
bin_7_01779,198,0,0.99538596658118605,0.0,False,0
bin_7_01780,1272,7,0.99423771756201607,0.007075471698113208,False,2
bin_7_01781,819,0,0.99600412189958709,0.0,False,0
bin_7_01782,1149,0,0.99645076774710051,0.0,False,0
bin_7_01783,1176,13,0.99246968266624391,0.016156462585034014,False,6
bin_7_01784,1500,0,0.99579892308295226,0.0006666666666666666,False,1
bin_7_01785,939,1,0.99424018989705953,0.0010649627263045794,False,0
bin_7_01786,1113,0,0.99559278646275096,0.0,False,0
bin_7_01787,921,0,0.99538257322674339,0.0,False,0
bin_7_01788,291,0,0.99636374449527987,0.0,False,0
bin_7_01789,819,0,0.99624538895675641,0.0,False,0
bin_7_01790,519,0,0.99653364741799388,0.0,False,0
bin_7_01792,930,0,0.99492756220900258,0.0,False,0
bin_7_01794,363,0,0.99538664259355358,0.0,False,0
bin_7_01795,456,0,0.9951991269422974,0.0,False,0
bin_7_01796,138,0,0.99578376686721837,0.0,False,0
bin_7_01797,2037,1,0.99208039455131913,0.008345606283750613,False,16
bin_7_01799,1161,1,0.98244262824496831,0.0017226528854435831,False,1
bin_7_01800,1143,7,0.9739079951188182,0.05511811023622047,False,56
bin_7_01801,1173,11,0.95912802132049657,0.09974424552429667,False,106
bin_7_01802,822,3,0.98327246081618525,0.0413625304136253,False,31
bin_7_01803,639,0,0.98550914159852598,0.001564945226917058,False,1
bin_7_01804,339,3,0.98812784490331729,0.032448377581120944,True,8
bin_7_01805,1020,28,0.9566164668727799,0.13333333333333333,False,108
bin_7_01806,249,0,0.99464932717290933,0.008032128514056224,False,2
bin_7_01807,732,3,0.98772285460017017,0.020491803278688523,False,12
bin_7_01808,1725,1,0.99037532778107862,0.01391304347826087,False,23
bin_7_01809,1080,2,0.99334915163332349,0.024074074074074074,False,24
bin_7_01810,1005,2,0.99495178281122842,0.004975124378109453,False,3
bin_7_01811,729,6,0.98664057581459585,0.012345679012345678,False,3
bin_7_01812,462,0,0.98957965256515434,0.006493506493506494,False,3
bin_7_01813,687,0,0.98479976373990319,0.0,False,0
bin_7_01814,1299,3,0.9891540404612198,0.0023094688221709007,False,0
bin_7_01815,132,1,0.97481292455100865,0.015151515151515152,False,1
bin_7_01816,2856,17,0.98470613719304367,0.031862745098039214,False,74
bin_7_01817,546,1,0.98243238448292158,0.038461538461538464,False,20
bin_7_01818,738,4,0.992487520166487,0.008130081300813009,False,2
bin_7_01819,801,0,0.99452383814424827,0.003745318352059925,False,3
bin_7_01820,1866,1,0.98563362141535216,0.02679528403001072,False,49
bin_7_01821,606,1,0.98039730327206864,0.07260726072607261,False,43
bin_7_01822,108,0,0.99305562150863702,0.0,False,0
bin_7_01823,645,13,0.98662476401191568,0.06976744186046512,False,32
bin_7_01824,327,0,0.99686302586269226,0.0,False,0
bin_7_01825,1443,19,0.980094310322706,0.060291060291060294,False,68
bin_7_01826,1380,1,0.98912016242966505,0.018115942028985508,False,24
bin_7_01828,906,12,0.98239415139751607,0.033112582781456956,False,18
bin_7_01829,651,0,0.99566065243258794,0.0015360983102918587,False,1
bin_7_01831,465,0,0.9962007781484109,0.0,False,0
bin_7_01832,897,2,0.99353362067034245,0.005574136008918618,False,3
bin_7_01833,759,1,0.99319480130458493,0.003952569169960474,False,2
bin_7_01834,687,2,0.9911017681323947,0.011644832605531296,False,6
bin_7_01835,240,1,0.99258158508488414,0.008333333333333333,False,1
bin_7_01836,768,5,0.98736269361342333,0.020833333333333332,False,11
bin_7_01837,621,1,0.9913915971721714,0.01288244766505636,False,7
bin_7_01838,702,3,0.98873449276643144,0.018518518518518517,False,10
bin_7_01839,792,4,0.97945834393954834,0.04419191919191919,False,31
bin_7_01840,399,9,0.98433219525210314,0.08020050125313283,False,23
bin_7_01841,1494,2,0.98764766062429821,0.0321285140562249,False,46
bin_7_01842,474,0,0.99624571905727999,0.0,False,0
bin_7_01843,438,4,0.98683937702218205,0.04794520547945205,False,17
bin_7_01844,1023,1,0.99010993496874744,0.01270772238514174,False,12
bin_7_01845,2121,4,0.99315350308622685,0.007543611504007544,False,12
